,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP,Y4 EV ATOI,Y4 EV P/60
Daniel Carcillo 2014,Daniel Carcillo,2014,L,28.674,72,200,76.0,57.0,28.0,39,57,7.0,8.9457,0.8748
Troy Bodie 2011,Troy Bodie,2011,R,25.682,77,226,,,4.0,44,59,35.0,10.4701,0.7814
Curtis Glencross 2009,Curtis Glencross,2009,L,25.761,73,197,,,,62,74,12.0,10.3944,2.1412999999999998
Curtis Glencross 2010,Curtis Glencross,2010,L,26.76,73,197,,,62.0,74,67,-1.0,11.9655,2.304
Curtis Glencross 2011,Curtis Glencross,2011,L,27.76,73,197,,62.0,74.0,67,79,11.333333333333329,12.591,1.7781
Curtis Glencross 2012,Curtis Glencross,2012,L,28.759,73,197,62.0,74.0,67.0,79,67,-3.5,12.6719,2.0978
Curtis Glencross 2013,Curtis Glencross,2013,L,29.761,73,197,74.0,67.0,79.0,67,68,-3.75,13.7602,2.1477
Curtis Glencross 2015,Curtis Glencross,2015,L,31.76,73,197,79.0,67.0,68.0,38,71,8.0,14.6496,1.7244
Peter Regin 2010,Peter Regin,2010,C,23.461,74,190,,,,11,75,64.0,10.0333,1.0872
Peter Regin 2011,Peter Regin,2011,C,24.461,74,190,,,11.0,75,55,12.0,11.4656,1.6745
Peter Regin 2014,Peter Regin,2014,C,27.461,74,190,75.0,55.0,10.0,46,61,14.5,9.6105,0.6937
Patrick Bordeleau 2014,Patrick Bordeleau,2014,L,27.527,78,225,,,,78,82,4.0,6.1612,1.0585
Patrick Kaleta 2009,Patrick Kaleta,2009,R,22.317,73,198,,,,40,51,11.0,6.2596,1.1982
Patrick Kaleta 2010,Patrick Kaleta,2010,R,23.316,73,198,,,40.0,51,55,9.5,8.4052,1.2596999999999998
Patrick Kaleta 2011,Patrick Kaleta,2011,R,24.316,73,198,,40.0,51.0,55,51,2.3333333333333357,9.5088,1.4914
Patrick Kaleta 2012,Patrick Kaleta,2012,R,25.315,73,198,40.0,51.0,55.0,51,63,13.75,9.4369,0.9973
Patrick Kaleta 2013,Patrick Kaleta,2013,R,26.317,73,198,51.0,55.0,51.0,63,58,3.0,11.1786,0.852
Marc-Andre Cliche 2015,Marc-Andre Cliche,2015,C,27.527,72,202,,,,76,74,-2.0,7.9564,0.5954
Chris Conner 2011,Chris Conner,2011,R,26.774,67,181,,22.0,38.0,8,60,37.33333333333333,9.5333,2.3601
James Sheppard 2009,James Sheppard,2009,C,20.436,73,215,,,,78,82,4.0,9.7085,1.2677
James Sheppard 2010,James Sheppard,2010,C,21.435,73,215,,,78.0,82,64,-16.0,13.0543,1.1772
James Sheppard 2014,James Sheppard,2014,C,25.435,73,215,64.0,,,54,67,8.0,11.3161,0.6628
James Sheppard 2015,James Sheppard,2015,C,26.435,73,215,,,54.0,67,71,10.5,11.8575,1.4349999999999998
Andrew Ebbett 2010,Andrew Ebbett,2010,C,26.747,69,174,,,3.0,48,61,35.5,11.9757,2.1919
TJ Galiardi 2010,TJ Galiardi,2010,L,21.443,74,185,,,,11,70,59.0,13.9545,1.5635000000000001
TJ Galiardi 2012,TJ Galiardi,2012,L,23.442,74,185,,11.0,70.0,35,69,30.333333333333336,13.4967,1.6511
TJ Galiardi 2013,TJ Galiardi,2013,L,24.444,74,185,11.0,70.0,35.0,69,61,14.75,11.4681,1.0615
TJ Galiardi 2014,TJ Galiardi,2014,L,25.444,74,185,70.0,35.0,69.0,61,62,3.25,12.5042,1.5995
Drayson Bowman 2013,Drayson Bowman,2013,L,23.568,73,195,,9.0,23.0,37,63,40.0,12.3509,1.5756
Drayson Bowman 2014,Drayson Bowman,2014,L,24.567,73,195,9.0,23.0,37.0,63,70,37.0,10.8613,0.7464999999999999
Matt Frattin 2012,Matt Frattin,2012,R,23.743,72,205,,,,1,56,55.0,13.4167,0.0
Luke Adam 2012,Luke Adam,2012,C,21.287,74,188,,,,19,52,33.0,9.6421,0.9825
Brandon McMillan 2015,Brandon McMillan,2015,L,24.529,71,190,60.0,25.0,10.0,22,58,28.75,11.6485,1.4048
Aaron Volpatti 2013,Aaron Volpatti,2013,L,27.341,72,215,,,15.0,23,56,37.0,8.8638,0.2943
Matt Fraser 2015,Matt Fraser,2015,R,24.368,75,188,,1.0,20.0,14,60,48.333333333333336,9.4583,0.9062
Damien Brunner 2014,Damien Brunner,2014,R,27.565,71,185,,,,75,60,-15.0,12.6008,1.7314999999999998
Teemu Selanne 2009,Teemu Selanne,2009,R,38.249,72,209,,,,26,65,39.0,13.6378,1.8614
Teemu Selanne 2010,Teemu Selanne,2010,R,39.248,72,209,,,26.0,65,54,8.5,12.7897,1.8765
Teemu Selanne 2011,Teemu Selanne,2011,R,40.248,72,209,,26.0,65.0,54,73,24.666666666666664,13.6975,1.7033999999999998
Teemu Selanne 2012,Teemu Selanne,2012,R,41.247,72,209,26.0,65.0,54.0,73,82,27.5,14.4393,2.5045
Teemu Selanne 2013,Teemu Selanne,2013,R,42.249,72,209,65.0,54.0,73.0,82,78,9.5,14.2293,1.954
Teemu Selanne 2014,Teemu Selanne,2014,R,43.248,72,209,54.0,73.0,82.0,78,64,-7.75,13.4239,1.6518
Ray Whitney 2009,Ray Whitney,2009,L,36.401,70,180,,,,66,82,16.0,13.4303,2.0983
Ray Whitney 2010,Ray Whitney,2010,L,37.4,70,180,,,66.0,82,80,6.0,14.3421,2.3978
Ray Whitney 2011,Ray Whitney,2011,L,38.399,70,180,,66.0,82.0,80,75,-1.0,15.0942,1.9378
Ray Whitney 2012,Ray Whitney,2012,L,39.399,70,180,66.0,82.0,80.0,75,82,6.25,13.45,1.8438999999999999
Ray Whitney 2013,Ray Whitney,2013,L,40.401,70,180,82.0,80.0,75.0,82,54,-25.75,14.775,2.8229
Ray Whitney 2014,Ray Whitney,2014,L,41.4,70,180,80.0,75.0,82.0,54,69,-3.75,15.6109,2.0419
Saku Koivu 2009,Saku Koivu,2009,C,33.857,70,181,,,,77,65,-12.0,13.2076,1.593
Saku Koivu 2010,Saku Koivu,2010,C,34.857,70,181,,,77.0,65,71,0.0,12.1423,2.3566000000000003
Saku Koivu 2011,Saku Koivu,2011,C,35.856,70,181,,77.0,65.0,71,75,4.0,13.9646,1.9969999999999999
Saku Koivu 2012,Saku Koivu,2012,C,36.855,70,181,77.0,65.0,71.0,75,74,2.0,14.886,1.6123
Saku Koivu 2013,Saku Koivu,2013,C,37.857,70,181,65.0,71.0,75.0,74,80,8.75,14.3345,1.81
Saku Koivu 2014,Saku Koivu,2014,C,38.857,70,181,71.0,75.0,74.0,80,65,-10.0,13.716,1.7684000000000002
Todd Bertuzzi 2009,Todd Bertuzzi,2009,R,33.663,75,229,,,,68,66,-2.0,12.938,2.1142
Todd Bertuzzi 2010,Todd Bertuzzi,2010,R,34.662,75,229,,,68.0,66,82,15.0,14.4571,1.7606000000000002
Todd Bertuzzi 2011,Todd Bertuzzi,2011,R,35.661,75,229,,68.0,66.0,82,81,9.0,14.1144,1.7107
Todd Bertuzzi 2012,Todd Bertuzzi,2012,R,36.661,75,229,68.0,66.0,82.0,81,71,-3.25,14.3309,1.9642
Todd Bertuzzi 2014,Todd Bertuzzi,2014,R,38.662,75,229,82.0,81.0,71.0,11,59,-2.25,12.2714,2.0955
Ryan Smyth 2009,Ryan Smyth,2009,L,32.611,74,191,,,,55,77,22.0,15.2012,2.0812
Ryan Smyth 2010,Ryan Smyth,2010,L,33.611,74,191,,,55.0,77,67,1.0,15.3647,1.9272
Ryan Smyth 2011,Ryan Smyth,2011,L,34.61,74,191,,55.0,77.0,67,82,15.666666666666671,15.0953,1.7204000000000002
Ryan Smyth 2012,Ryan Smyth,2012,L,35.609,74,191,55.0,77.0,67.0,82,82,11.75,14.7516,1.6368
Ryan Smyth 2013,Ryan Smyth,2013,L,36.612,74,191,77.0,67.0,82.0,82,80,3.0,14.4384,1.9258
Ryan Smyth 2014,Ryan Smyth,2014,L,37.611,74,191,67.0,82.0,82.0,80,72,-5.75,11.5511,1.2156
Daniel Alfredsson 2009,Daniel Alfredsson,2009,R,35.807,71,203,,,,70,79,9.0,15.1519,3.1113999999999997
Daniel Alfredsson 2010,Daniel Alfredsson,2010,R,36.806,71,203,,,70.0,79,70,-4.5,14.3445,2.2237
Daniel Alfredsson 2011,Daniel Alfredsson,2011,R,37.805,71,203,,70.0,79.0,70,54,-19.0,13.9143,2.156
Daniel Alfredsson 2012,Daniel Alfredsson,2012,R,38.805,71,203,70.0,79.0,70.0,54,75,6.75,14.1938,1.4874
Daniel Alfredsson 2013,Daniel Alfredsson,2013,R,39.807,71,203,79.0,70.0,54.0,75,80,10.5,14.6578,2.2377000000000002
Daniel Alfredsson 2014,Daniel Alfredsson,2014,R,40.806,71,203,70.0,54.0,75.0,80,68,-1.75,14.7656,1.2104000000000001
Radek Dvorak 2009,Radek Dvorak,2009,R,31.566,74,195,,,,67,81,14.0,12.2602,1.0956
Radek Dvorak 2010,Radek Dvorak,2010,R,32.565,74,195,,,67.0,81,76,2.0,13.6093,1.6874
Radek Dvorak 2011,Radek Dvorak,2011,R,33.564,74,195,,67.0,81.0,76,66,-8.666666666666671,14.2873,1.4367999999999999
Radek Dvorak 2012,Radek Dvorak,2012,R,34.564,74,195,67.0,81.0,76.0,66,73,0.5,13.6154,1.4021000000000001
Radek Dvorak 2014,Radek Dvorak,2014,R,36.565,74,195,76.0,66.0,73.0,15,60,2.5,12.0167,2.2191
Michal Handzus 2009,Michal Handzus,2009,C,31.56,77,215,,,,82,82,0.0,12.1356,0.9646999999999999
Michal Handzus 2010,Michal Handzus,2010,C,32.559,77,215,,,82.0,82,81,-1.0,12.1362,1.447
Michal Handzus 2011,Michal Handzus,2011,C,33.559,77,215,,82.0,82.0,81,82,0.3333333333333286,13.0508,1.7027999999999999
Michal Handzus 2012,Michal Handzus,2012,C,34.558,77,215,82.0,82.0,81.0,82,67,-14.75,12.211,1.1385
Michal Handzus 2013,Michal Handzus,2013,C,35.56,77,215,82.0,81.0,82.0,67,66,-12.0,11.9933,1.4186
Michal Handzus 2014,Michal Handzus,2014,C,36.56,77,215,81.0,82.0,67.0,66,59,-15.0,10.8308,1.1364
Arron Asham 2009,Arron Asham,2009,R,30.47,71,210,,,,77,78,1.0,7.8225,0.8965000000000001
Arron Asham 2010,Arron Asham,2010,R,31.47,71,210,,,77.0,78,72,-5.5,8.578,1.7934999999999999
Arron Asham 2012,Arron Asham,2012,R,33.468,71,210,77.0,78.0,72.0,44,64,-3.75,9.5178,1.576
Mike Rupp 2009,Mike Rupp,2009,L,28.718,77,235,,,,64,72,8.0,7.7091,0.8512000000000001
Mike Rupp 2010,Mike Rupp,2010,L,29.717,77,235,,,64.0,72,81,13.0,8.6058,0.8714999999999999
Mike Rupp 2011,Mike Rupp,2011,L,30.717,77,235,,64.0,72.0,81,81,8.666666666666671,8.8714,1.5864999999999998
Mike Rupp 2012,Mike Rupp,2012,L,31.716,77,235,64.0,72.0,81.0,81,60,-14.5,9.0251,1.3133
Mike Rupp 2013,Mike Rupp,2013,L,32.718,77,235,72.0,81.0,81.0,60,68,-5.5,6.4497,0.7752
Krys Barch 2009,Krys Barch,2009,R,28.518,74,225,,,,48,72,24.0,6.5861,0.5694
Krys Barch 2010,Krys Barch,2010,R,29.518,74,225,,,48.0,72,63,3.0,6.3947,1.1729
Krys Barch 2012,Krys Barch,2012,R,31.516,74,225,48.0,72.0,63.0,44,51,-5.75,5.0598,0.8085
Krys Barch 2014,Krys Barch,2014,R,33.518,74,225,63.0,44.0,51.0,37,55,6.25,5.8159,0.0
Mikael Samuelsson 2009,Mikael Samuelsson,2009,R,31.774,74,218,,,,73,81,8.0,13.4491,1.7723000000000002
Mikael Samuelsson 2010,Mikael Samuelsson,2010,R,32.773,74,218,,,73.0,81,74,-3.0,12.6093,1.1749
Mikael Samuelsson 2011,Mikael Samuelsson,2011,R,33.772,74,218,,73.0,81.0,74,75,-1.0,13.9468,2.2673
Mikael Samuelsson 2012,Mikael Samuelsson,2012,R,34.772,74,218,73.0,81.0,74.0,75,54,-21.75,14.0749,1.762
Jeff Halpern 2009,Jeff Halpern,2009,C,32.414,72,190,,,,83,52,-31.0,12.8753,1.7967
Jeff Halpern 2010,Jeff Halpern,2010,C,33.414,72,190,,,83.0,52,71,3.5,11.9304,1.0639
Jeff Halpern 2011,Jeff Halpern,2011,C,34.413,72,190,,83.0,52.0,71,72,3.3333333333333286,11.0516,1.0706
Jeff Halpern 2012,Jeff Halpern,2012,C,35.412,72,190,83.0,52.0,71.0,72,69,-0.5,10.2553,2.0315
Jeff Halpern 2013,Jeff Halpern,2013,C,36.414,72,190,52.0,71.0,72.0,69,78,12.0,10.7577,1.2933
Jeff Halpern 2014,Jeff Halpern,2014,C,37.414,72,190,71.0,72.0,69.0,78,69,-3.5,8.0167,0.48810000000000003
Taylor Pyatt 2009,Taylor Pyatt,2009,L,27.119,76,230,,,,79,69,-10.0,11.7846,1.8045
Taylor Pyatt 2010,Taylor Pyatt,2010,L,28.118,76,230,,,79.0,69,74,0.0,11.5012,1.2852999999999999
Taylor Pyatt 2011,Taylor Pyatt,2011,L,29.118,76,230,,79.0,69.0,74,76,2.0,12.0284,1.4155
Taylor Pyatt 2012,Taylor Pyatt,2012,L,30.117,76,230,79.0,69.0,74.0,76,73,-1.5,13.2502,1.6087
Taylor Pyatt 2013,Taylor Pyatt,2013,L,31.119,76,230,69.0,74.0,76.0,73,82,9.0,11.6861,1.266
Taylor Pyatt 2014,Taylor Pyatt,2014,L,32.119,76,230,74.0,76.0,73.0,82,56,-20.25,12.2469,0.9186
Adam Hall 2009,Adam Hall,2009,R,28.132,74,212,,,,46,74,28.0,8.4004,0.7763
Adam Hall 2012,Adam Hall,2012,R,31.13,74,212,46.0,74.0,,82,57,-10.333333333333329,11.8772,1.1088
Adam Hall 2013,Adam Hall,2013,R,32.132,74,212,74.0,,82.0,57,63,-8.0,8.9494,0.8233
Adam Hall 2014,Adam Hall,2014,R,33.132,74,212,,82.0,57.0,63,80,12.666666666666671,8.4536,0.7673
George Parros 2009,George Parros,2009,R,28.759,77,224,,,,69,74,5.0,5.8539,0.7426999999999999
George Parros 2010,George Parros,2010,R,29.759,77,224,,,69.0,74,57,-14.5,6.1921,1.3094
George Parros 2011,George Parros,2011,R,30.758,77,224,,69.0,74.0,57,78,11.333333333333329,5.964,0.706
George Parros 2013,George Parros,2013,R,32.759,77,224,74.0,57.0,78.0,46,66,2.25,6.3754,0.8184
Jerred Smithson 2009,Jerred Smithson,2009,C,29.657,75,209,,,,81,82,1.0,9.2274,0.8028
Jerred Smithson 2010,Jerred Smithson,2010,C,30.657,75,209,,,81.0,82,69,-12.5,10.9232,0.8708
Jerred Smithson 2011,Jerred Smithson,2011,C,31.656,75,209,,81.0,82.0,69,82,4.666666666666671,11.6674,0.8198000000000001
Jerred Smithson 2012,Jerred Smithson,2012,C,32.655,75,209,81.0,82.0,69.0,82,69,-9.5,11.9467,0.7962
Jerred Smithson 2013,Jerred Smithson,2013,C,33.657,75,209,82.0,69.0,82.0,69,76,0.5,9.7039,0.44799999999999995
Raffi Torres 2009,Raffi Torres,2009,L,26.982,72,215,,,,32,51,19.0,14.176,1.1904
Raffi Torres 2010,Raffi Torres,2010,L,27.982,72,215,,,32.0,51,74,32.5,11.0683,1.9133
Raffi Torres 2011,Raffi Torres,2011,L,28.981,72,215,,32.0,51.0,74,80,27.666666666666664,11.2264,1.8778000000000001
Raffi Torres 2012,Raffi Torres,2012,L,29.98,72,215,32.0,51.0,74.0,80,79,19.75,11.541,1.6246
Raffi Torres 2013,Raffi Torres,2013,L,30.982,72,215,51.0,74.0,80.0,79,66,-5.0,10.4983,1.8086
Chuck Kobasew 2009,Chuck Kobasew,2009,R,26.459,72,192,,,,73,68,-5.0,13.2454,1.5513
Chuck Kobasew 2011,Chuck Kobasew,2011,R,28.458,72,192,,73.0,68.0,49,63,-0.3333333333333357,12.2456,1.3
Chuck Kobasew 2012,Chuck Kobasew,2012,R,29.457,72,192,73.0,68.0,49.0,63,58,-5.25,11.1082,1.3718
Chuck Kobasew 2013,Chuck Kobasew,2013,R,30.459,72,192,68.0,49.0,63.0,58,63,3.5,10.031,1.2374999999999998
David Steckel 2009,David Steckel,2009,C,26.55,78,215,,,,67,76,9.0,9.6634,1.0193999999999999
David Steckel 2010,David Steckel,2010,C,27.549,78,215,,,67.0,76,79,7.5,9.9294,1.2721
David Steckel 2011,David Steckel,2011,C,28.548,78,215,,67.0,76.0,79,75,1.0,9.4217,1.2092
David Steckel 2012,David Steckel,2012,C,29.548,78,215,67.0,76.0,79.0,75,76,1.75,10.146,0.8673
David Steckel 2013,David Steckel,2013,C,30.55,78,215,76.0,79.0,75.0,76,58,-18.5,10.3715,0.7611999999999999
Keith Aucoin 2013,Keith Aucoin,2013,C,33.904,68,171,12.0,9.0,1.0,27,70,57.75,9.8765,2.475
Zenon Konopka 2010,Zenon Konopka,2010,C,28.745,72,213,,,3.0,7,74,69.0,6.9429,1.2346
Zenon Konopka 2011,Zenon Konopka,2011,C,29.745,72,213,,3.0,7.0,74,82,54.0,7.7768,0.417
Zenon Konopka 2012,Zenon Konopka,2012,C,30.744,72,213,3.0,7.0,74.0,82,55,13.5,8.4622,0.7782
Zenon Konopka 2013,Zenon Konopka,2013,C,31.746,72,213,7.0,74.0,82.0,55,63,8.5,6.8373,0.6383
Zenon Konopka 2014,Zenon Konopka,2014,C,32.746,72,213,74.0,82.0,55.0,63,59,-9.5,8.2126,0.0
Cam Janssen 2009,Cam Janssen,2009,R,24.463,72,215,,,,12,56,44.0,7.0958,0.7046
Cam Janssen 2011,Cam Janssen,2011,R,26.462,72,215,,12.0,56.0,43,54,17.0,4.6543,0.0
Pierre-Marc Bouchard 2009,Pierre-Marc Bouchard,2009,C,24.431,70,168,,,,81,71,-10.0,13.13,2.1438
Pierre-Marc Bouchard 2011,Pierre-Marc Bouchard,2011,C,26.429,70,168,,81.0,71.0,1,59,8.0,9.3333,0.0
Pierre-Marc Bouchard 2013,Pierre-Marc Bouchard,2013,C,28.431,70,168,71.0,1.0,59.0,37,73,31.0,12.8973,1.886
Joey Crabb 2012,Joey Crabb,2012,R,28.496,73,188,,29.0,,48,67,28.5,11.3222,1.5455999999999999
Ben Eager 2009,Ben Eager,2009,L,24.693,74,226,,,,32,75,43.0,5.6677,0.6616
Ben Eager 2010,Ben Eager,2010,L,25.693,74,226,,,32.0,75,60,6.5,8.3687,1.4339
Ben Eager 2011,Ben Eager,2011,L,26.692,74,226,,32.0,75.0,60,68,12.333333333333336,8.2378,1.9423
Ben Eager 2012,Ben Eager,2012,L,27.691,74,226,32.0,75.0,60.0,68,63,4.25,10.464,1.4336000000000002
Nathan Horton 2009,Nathan Horton,2009,R,23.344,74,188,,,,82,67,-15.0,15.2083,2.0207
Nathan Horton 2010,Nathan Horton,2010,R,24.343,74,188,,,82.0,67,65,-9.5,13.9134,1.9308
Nathan Horton 2011,Nathan Horton,2011,R,25.342,74,188,,82.0,67.0,65,80,8.666666666666671,16.0038,2.5379
Nathan Horton 2013,Nathan Horton,2013,R,27.344,74,188,67.0,65.0,80.0,46,73,8.5,13.338,2.3470000000000004
Dustin Penner 2009,Dustin Penner,2009,R,26.01,76,247,,,,82,78,-4.0,13.365,1.3687
Dustin Penner 2010,Dustin Penner,2010,R,27.01,76,247,,,82.0,78,82,2.0,11.8389,1.6893
Dustin Penner 2011,Dustin Penner,2011,R,28.009,76,247,,82.0,78.0,82,81,0.3333333333333286,14.0382,2.3977
Dustin Penner 2012,Dustin Penner,2012,R,29.008,76,247,82.0,78.0,82.0,81,65,-15.75,13.8817,1.9209999999999998
Dustin Penner 2013,Dustin Penner,2013,R,30.01,76,247,78.0,82.0,81.0,65,56,-20.5,12.7251,1.1606
Dustin Penner 2014,Dustin Penner,2014,R,31.01,76,247,82.0,81.0,65.0,56,67,-4.0,11.7899,2.0048
Rostislav Olesz 2010,Rostislav Olesz,2010,L,23.976,74,215,,,56.0,37,78,31.5,10.6392,1.2194
Nick Johnson 2012,Nick Johnson,2012,R,25.769,74,200,,,6.0,4,77,72.0,11.95,3.7656
Ryan Jones 2011,Ryan Jones,2011,L,26.298,73,208,,,46.0,49,81,33.5,9.1395,1.3397999999999999
Ryan Jones 2012,Ryan Jones,2012,L,27.297,73,208,,46.0,49.0,81,79,20.333333333333336,10.8743,1.3624
Ryan Jones 2014,Ryan Jones,2014,L,29.299,73,208,49.0,81.0,79.0,46,52,-11.75,11.2031,1.3885
Jake Dowell 2011,Jake Dowell,2011,C,25.578,72,200,,19.0,1.0,3,79,71.33333333333333,6.5389,6.1172
Jake Dowell 2012,Jake Dowell,2012,C,26.577,72,200,19.0,1.0,3.0,79,52,26.5,10.2865,1.3290000000000002
Brandon Yip 2011,Brandon Yip,2011,R,25.435,73,198,,,,32,71,39.0,12.7641,2.0566
Brandon Yip 2013,Brandon Yip,2013,R,27.437,73,198,,32.0,71.0,35,58,12.0,10.091,1.1893
Rich Peverley 2009,Rich Peverley,2009,C,26.235,71,195,,,,33,66,33.0,9.9535,1.8266
Rich Peverley 2010,Rich Peverley,2010,C,27.234,71,195,,,33.0,66,82,32.5,12.3598,2.5743
Rich Peverley 2011,Rich Peverley,2011,C,28.233,71,195,,33.0,66.0,82,82,21.666666666666664,13.3457,1.8641
Rich Peverley 2012,Rich Peverley,2012,C,29.233,71,195,33.0,66.0,82.0,82,57,-8.75,14.0236,1.3566
Rich Peverley 2013,Rich Peverley,2013,C,30.235,71,195,66.0,82.0,82.0,57,80,8.25,12.4506,2.4517
Rich Peverley 2014,Rich Peverley,2014,C,31.234,71,195,82.0,82.0,57.0,80,62,-13.25,11.6489,1.096
Gilbert Brule 2010,Gilbert Brule,2010,C,22.749,71,187,,,61.0,11,65,29.0,9.4227,1.7366
Tim Kennedy 2010,Tim Kennedy,2010,L,23.423,70,175,,,,1,78,77.0,11.0667,0.0
Matt D'Agostini 2009,Matt D'Agostini,2009,R,21.942,72,198,,,,1,53,52.0,7.8333,0.0
Matt D'Agostini 2011,Matt D'Agostini,2011,R,23.94,72,198,,1.0,53.0,47,82,48.333333333333336,9.6543,0.529
Matt D'Agostini 2012,Matt D'Agostini,2012,R,24.94,72,198,1.0,53.0,47.0,82,55,9.25,13.0181,1.7985999999999998
Matt D'Agostini 2014,Matt D'Agostini,2014,R,26.941,72,198,47.0,82.0,55.0,49,57,-1.25,11.2471,0.9198999999999999
Cory Emmerton 2012,Cory Emmerton,2012,C,23.333,72,191,,,,2,71,69.0,8.3417,3.5964
Cory Emmerton 2013,Cory Emmerton,2013,C,24.335,72,191,,,2.0,71,82,45.5,7.5089,1.0129000000000001
Frazer McLaren 2013,Frazer McLaren,2013,L,24.926,77,230,,23.0,9.0,7,61,48.0,4.8786,0.0
Kevin Westgarth 2013,Kevin Westgarth,2013,R,28.65,76,234,9.0,,56.0,25,52,22.0,5.248,0.9146
Darroll Powe 2010,Darroll Powe,2010,C,24.277,71,212,,,,60,63,3.0,9.4672,1.0563
Darroll Powe 2011,Darroll Powe,2011,C,25.277,71,212,,,60.0,63,81,19.5,10.8016,1.3226
Darroll Powe 2012,Darroll Powe,2012,C,26.276,71,212,,60.0,63.0,81,82,14.0,9.0498,1.146
Darroll Powe 2013,Darroll Powe,2013,C,27.278,71,212,60.0,63.0,81.0,82,71,-0.5,11.4679,0.8293999999999999
Jesse Winchester 2009,Jesse Winchester,2009,C,24.995,73,188,,,,1,76,75.0,13.85,0.0
Jesse Winchester 2010,Jesse Winchester,2010,C,25.994,73,188,,,1.0,76,52,13.5,9.9173,1.4329
Jesse Winchester 2011,Jesse Winchester,2011,C,26.993,73,188,,1.0,76.0,52,72,29.0,8.7631,1.4484
Ville Leino 2010,Ville Leino,2010,L,25.988,73,182,,,,13,55,42.0,11.3256,3.6675999999999997
Ville Leino 2011,Ville Leino,2011,L,26.988,73,182,,,13.0,55,81,47.0,11.5127,0.8528
Ville Leino 2012,Ville Leino,2012,L,27.987,73,182,,13.0,55.0,81,71,21.333333333333336,13.7177,2.268
Ville Leino 2014,Ville Leino,2014,L,29.989,73,182,55.0,81.0,71.0,13,58,3.0,13.8021,2.1736
James Wright 2014,James Wright,2014,C,23.524,76,210,48.0,1.0,,64,59,21.333333333333336,10.1719,0.7762
Andrei Loktionov 2014,Andrei Loktionov,2014,C,23.341,71,190,1.0,19.0,39.0,47,68,41.5,12.6821,1.5207000000000002
Bobby Butler 2012,Bobby Butler,2012,R,24.433,72,189,,,2.0,36,56,37.0,13.2037,2.0196
Bobby Butler 2013,Bobby Butler,2013,R,25.435,72,189,,2.0,36.0,56,58,26.666666666666668,10.5857,1.6195
Alex Kovalev 2009,Alex Kovalev,2009,R,35.601,74,222,,,,82,78,-4.0,14.0238,1.8262
Alex Kovalev 2010,Alex Kovalev,2010,R,36.601,74,222,,,82.0,78,77,-3.0,13.6451,1.7475
Alex Kovalev 2011,Alex Kovalev,2011,R,37.6,74,222,,82.0,78.0,77,74,-5.0,14.7442,1.8497
Mike Knuble 2009,Mike Knuble,2009,R,36.245,75,229,,,,82,82,0.0,12.7321,1.3793
Mike Knuble 2010,Mike Knuble,2010,R,37.244,75,229,,,82.0,82,69,-13.0,13.0222,1.4609
Mike Knuble 2011,Mike Knuble,2011,R,38.243,75,229,,82.0,82.0,69,79,1.3333333333333286,13.8155,2.5176999999999996
Mike Knuble 2012,Mike Knuble,2012,R,39.243,75,229,82.0,82.0,69.0,79,72,-6.0,14.0694,1.4036000000000002
Jay Pandolfo 2009,Jay Pandolfo,2009,L,33.764,73,190,,,,54,61,7.0,13.8568,1.9244
Jay Pandolfo 2010,Jay Pandolfo,2010,L,34.763,73,190,,,54.0,61,52,-5.5,12.1645,0.7277
Jamie Langenbrunner 2009,Jamie Langenbrunner,2009,R,33.192,73,205,,,,64,81,17.0,13.132,1.6419
Jamie Langenbrunner 2010,Jamie Langenbrunner,2010,R,34.191,73,205,,,64.0,81,81,8.5,12.9883,2.7945
Jamie Langenbrunner 2011,Jamie Langenbrunner,2011,R,35.191,73,205,,64.0,81.0,81,70,-5.333333333333329,14.9179,1.8869
Jamie Langenbrunner 2012,Jamie Langenbrunner,2012,R,36.19,73,205,64.0,81.0,81.0,70,70,-4.0,13.4619,1.5918
Vinny Prospal 2009,Vinny Prospal,2009,L,33.622,74,191,,,,80,82,2.0,16.0969,2.4228
Vinny Prospal 2010,Vinny Prospal,2010,L,34.621,74,191,,,80.0,82,75,-6.0,14.0811,1.559
Vinny Prospal 2012,Vinny Prospal,2012,L,36.62,74,191,80.0,82.0,75.0,29,82,15.5,12.1713,2.2099
Vinny Prospal 2013,Vinny Prospal,2013,L,37.622,74,191,82.0,75.0,29.0,82,82,15.0,14.5435,2.0124999999999997
Jamal Mayers 2009,Jamal Mayers,2009,R,33.939,73,222,,,,80,71,-9.0,11.9556,1.5684
Jamal Mayers 2010,Jamal Mayers,2010,R,34.939,73,222,,,80.0,71,71,-4.5,8.5852,1.4765000000000001
Jamal Mayers 2011,Jamal Mayers,2011,R,35.938,73,222,,80.0,71.0,71,78,4.0,8.2671,1.4311
Jamal Mayers 2012,Jamal Mayers,2012,R,36.937,73,222,80.0,71.0,71.0,78,81,6.0,7.7344,1.3924
Scott Nichol 2010,Scott Nichol,2010,C,34.752,68,179,,,73.0,43,79,21.0,8.3353,1.1718
Scott Nichol 2011,Scott Nichol,2011,C,35.752,68,179,,73.0,43.0,79,56,-9.0,10.7793,1.1274
Scott Nichol 2012,Scott Nichol,2012,C,36.751,68,179,73.0,43.0,79.0,56,80,17.25,7.919,0.9471
Scott Nichol 2013,Scott Nichol,2013,C,37.753,68,179,43.0,79.0,56.0,80,51,-13.5,7.5662,0.6939
