,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP,Y4 EV ATOI,Y4 EV P/60
Antoine Vermette 2018,Antoine Vermette,2018,C,35.202,73,197,82.0,82.0,76.0,72,64,-14.0,13.1157,1.0800999999999998
Dominic Moore 2010,Dominic Moore,2010,C,29.162,72,192,,,68.0,81,69,-5.5,12.8716,2.0141999999999998
Dominic Moore 2011,Dominic Moore,2011,C,30.161,72,192,,68.0,81.0,69,77,4.333333333333329,12.8043,1.6299
Dominic Moore 2012,Dominic Moore,2012,C,31.16,72,192,68.0,81.0,69.0,77,79,5.25,12.5532,1.5518999999999998
Dominic Moore 2016,Dominic Moore,2016,C,35.16,72,192,79.0,,73.0,82,80,2.0,11.6596,1.5061
Dominic Moore 2017,Dominic Moore,2017,C,36.163,72,192,,73.0,82.0,80,82,3.6666666666666714,11.0769,1.0156
Dominic Moore 2018,Dominic Moore,2018,C,37.162,72,192,73.0,82.0,80.0,82,50,-29.25,10.7388,1.4309
Ales Hemsky 2014,Ales Hemsky,2014,R,30.136,72,177,22.0,47.0,69.0,64,75,24.5,12.9961,1.3365
Ales Hemsky 2015,Ales Hemsky,2015,R,31.136,72,177,47.0,69.0,64.0,75,76,12.25,13.418,1.729
Ales Hemsky 2016,Ales Hemsky,2016,R,32.135,72,177,69.0,64.0,75.0,76,75,4.0,11.6542,1.6258
Mike Cammalleri 2010,Mike Cammalleri,2010,"C, L",27.316,69,185,,,63.0,81,65,-7.0,13.4432,2.6448
Mike Cammalleri 2011,Mike Cammalleri,2011,"C, L",28.316,69,185,,63.0,81.0,65,67,-2.6666666666666714,16.5487,1.9522
Mike Cammalleri 2012,Mike Cammalleri,2012,"C, L",29.315,69,185,63.0,81.0,65.0,67,66,-3.0,14.6179,1.5316
Mike Cammalleri 2013,Mike Cammalleri,2013,"C, L",30.317,69,185,81.0,65.0,67.0,66,75,5.25,14.4354,1.8263
Mike Cammalleri 2014,Mike Cammalleri,2014,"C, L",31.316,69,185,65.0,67.0,66.0,75,63,-5.25,14.4833,1.6005999999999998
Mike Cammalleri 2015,Mike Cammalleri,2015,"C, L",32.316,69,185,67.0,66.0,75.0,63,68,0.25,16.4243,1.7975999999999999
Patrick Sharp 2010,Patrick Sharp,2010,L,27.763,73,200,,,80.0,61,82,11.5,13.3309,1.8445999999999998
Patrick Sharp 2011,Patrick Sharp,2011,L,28.762,73,200,,80.0,61.0,82,74,-0.3333333333333286,14.1482,2.4307
Patrick Sharp 2012,Patrick Sharp,2012,L,29.761,73,200,80.0,61.0,82.0,74,74,-0.25,14.7707,2.3055000000000003
Patrick Sharp 2016,Patrick Sharp,2016,L,33.761,73,200,74.0,47.0,82.0,68,76,8.25,13.9306,1.8368
Jussi Jokinen 2010,Jussi Jokinen,2010,L,26.503,72,191,,,72.0,71,81,9.5,11.7223,1.2977
Jussi Jokinen 2011,Jussi Jokinen,2011,L,27.502,72,191,,72.0,71.0,81,70,-4.666666666666671,13.1556,2.3086
Jussi Jokinen 2012,Jussi Jokinen,2012,L,28.502,72,191,72.0,71.0,81.0,70,79,5.5,12.9095,2.2576
Jussi Jokinen 2013,Jussi Jokinen,2013,L,29.504,72,191,71.0,81.0,70.0,79,73,-2.25,13.5209,1.4605
Jussi Jokinen 2014,Jussi Jokinen,2014,L,30.503,72,191,81.0,70.0,79.0,73,81,5.25,11.686,1.791
Jussi Jokinen 2015,Jussi Jokinen,2015,L,31.503,72,191,70.0,79.0,73.0,81,81,5.25,13.3827,1.9927000000000001
Jussi Jokinen 2016,Jussi Jokinen,2016,L,32.502,72,191,79.0,73.0,81.0,81,81,2.5,12.7675,2.0305999999999997
Jussi Jokinen 2017,Jussi Jokinen,2017,L,33.504,72,191,73.0,81.0,81.0,81,69,-10.0,13.3887,2.545
Jussi Jokinen 2018,Jussi Jokinen,2018,L,34.503,72,191,81.0,81.0,81.0,69,60,-18.0,13.5947,1.0874
Brooks Laich 2010,Brooks Laich,2010,C,26.276,74,200,,,82.0,82,78,-4.0,11.7134,1.6866
Brooks Laich 2011,Brooks Laich,2011,C,27.275,74,200,,82.0,82.0,78,82,1.3333333333333286,13.2182,2.0949
Brooks Laich 2012,Brooks Laich,2012,C,28.275,74,200,82.0,82.0,78.0,82,82,1.0,13.0587,1.7931
Rick Nash 2010,Rick Nash,2010,"L, R",25.293,76,211,,,80.0,78,76,-3.0,15.2692,2.6700999999999997
Rick Nash 2011,Rick Nash,2011,"L, R",26.292,76,211,,80.0,78.0,76,75,-3.0,15.4522,2.0947
Rick Nash 2012,Rick Nash,2012,"L, R",27.292,76,211,80.0,78.0,76.0,75,82,4.75,14.9593,2.7808
Rick Nash 2013,Rick Nash,2013,"L, R",28.294,76,211,78.0,76.0,75.0,82,75,-2.75,14.9579,1.81
Rick Nash 2014,Rick Nash,2014,"L, R",29.293,76,211,76.0,75.0,82.0,75,65,-12.0,16.2636,2.6831
Rick Nash 2015,Rick Nash,2015,"L, R",30.292,76,211,75.0,82.0,75.0,65,79,4.75,13.981,1.8486000000000002
Rick Nash 2016,Rick Nash,2016,"L, R",31.292,76,211,82.0,75.0,65.0,79,60,-15.25,13.4344,2.9398
Rick Nash 2017,Rick Nash,2017,"L, R",32.294,76,211,75.0,65.0,79.0,60,67,-2.75,13.3942,2.1651000000000002
Rick Nash 2018,Rick Nash,2018,"L, R",33.293,76,211,65.0,79.0,60.0,67,71,3.25,13.2443,1.8933000000000002
Scottie Upshall 2016,Scottie Upshall,2016,R,31.984,72,200,26.0,46.0,76.0,63,70,17.25,10.9526,1.2174
Scottie Upshall 2017,Scottie Upshall,2017,R,32.987,72,200,46.0,76.0,63.0,70,73,9.25,9.6602,0.976
Scottie Upshall 2018,Scottie Upshall,2018,R,33.986,72,200,76.0,63.0,70.0,73,63,-7.5,9.155,1.4364999999999999
Matt Stajan 2010,Matt Stajan,2010,C,25.786,73,195,,,82.0,76,82,3.0,12.9162,2.5060000000000002
Matt Stajan 2011,Matt Stajan,2011,C,26.785,73,195,,82.0,76.0,82,76,-4.0,14.8453,1.9716
Matt Stajan 2012,Matt Stajan,2012,C,27.784,73,195,82.0,76.0,82.0,76,61,-18.0,12.4338,1.7779000000000003
Matt Stajan 2013,Matt Stajan,2013,C,28.787,73,195,76.0,82.0,76.0,61,73,-0.75,11.5093,1.3673000000000002
Matt Stajan 2014,Matt Stajan,2014,C,29.786,73,195,82.0,76.0,61.0,73,63,-10.0,14.9105,2.1524
Matt Stajan 2015,Matt Stajan,2015,C,30.785,73,195,76.0,61.0,73.0,63,59,-9.25,15.9143,1.6755999999999998
Matt Stajan 2018,Matt Stajan,2018,C,33.786,73,195,63.0,59.0,80.0,81,68,-2.75,10.8014,1.4402
Alexandre Burrows 2010,Alexandre Burrows,2010,R,28.474,73,197,,,82.0,82,82,0.0,13.3577,2.5198
Alexandre Burrows 2011,Alexandre Burrows,2011,R,29.474,73,197,,82.0,82.0,82,72,-10.0,14.0167,2.8188999999999997
Alexandre Burrows 2012,Alexandre Burrows,2012,R,30.473,73,197,82.0,82.0,82.0,72,80,0.5,13.7484,2.7276
Alexandre Burrows 2013,Alexandre Burrows,2013,R,31.475,73,197,82.0,82.0,72.0,80,80,1.0,14.4306,2.2349
Alexandre Burrows 2017,Alexandre Burrows,2017,R,35.475,73,197,80.0,49.0,70.0,79,75,5.5,11.5101,0.9897
Alexandre Burrows 2018,Alexandre Burrows,2018,R,36.475,73,197,49.0,70.0,79.0,75,71,2.75,12.7513,1.8193
Steve Bernier 2010,Steve Bernier,2010,R,24.504,75,222,,,76.0,81,59,-19.5,11.2901,1.6402
Steve Bernier 2015,Steve Bernier,2015,R,29.504,75,222,68.0,32.0,80.0,78,67,2.5,11.4929,0.7363
Matt Moulson 2012,Matt Moulson,2012,L,27.916,73,188,22.0,7.0,82.0,82,82,33.75,14.9022,1.8658000000000001
Matt Moulson 2013,Matt Moulson,2013,L,28.918,73,188,7.0,82.0,82.0,82,80,16.75,16.128,2.0416
Matt Moulson 2014,Matt Moulson,2014,L,29.917,73,188,82.0,82.0,82.0,80,75,-6.5,15.7965,2.3436
Matt Moulson 2015,Matt Moulson,2015,L,30.917,73,188,82.0,82.0,80.0,75,77,-2.75,14.8273,1.7266
Matt Moulson 2016,Matt Moulson,2016,L,31.916,73,188,82.0,80.0,75.0,77,81,2.5,14.758,1.584
Matt Moulson 2017,Matt Moulson,2017,L,32.918,73,188,80.0,75.0,77.0,81,81,2.75,9.9313,1.0442
Tanner Glass 2012,Tanner Glass,2012,L,27.839,73,213,41.0,3.0,67.0,73,78,32.0,7.7582,1.0594000000000001
Tanner Glass 2013,Tanner Glass,2013,L,28.841,73,213,3.0,67.0,73.0,78,82,26.75,11.5009,1.0701
Tanner Glass 2014,Tanner Glass,2014,L,29.841,73,213,67.0,73.0,78.0,82,67,-8.0,8.7635,0.1426
Tanner Glass 2015,Tanner Glass,2015,L,30.84,73,213,73.0,78.0,82.0,67,66,-9.0,10.1244,1.1499000000000001
Tanner Glass 2016,Tanner Glass,2016,L,31.839,73,213,78.0,82.0,67.0,66,57,-16.25,9.1965,0.5932
Torrey Mitchell 2013,Torrey Mitchell,2013,C,27.669,71,186,,56.0,66.0,76,76,10.0,11.6662,1.2858
Torrey Mitchell 2014,Torrey Mitchell,2014,C,28.669,71,186,56.0,66.0,76.0,76,67,-1.5,9.1337,1.1678
Torrey Mitchell 2015,Torrey Mitchell,2015,C,29.668,71,186,66.0,76.0,76.0,67,65,-6.25,9.0828,0.986
Torrey Mitchell 2016,Torrey Mitchell,2016,C,30.668,71,186,76.0,76.0,67.0,65,71,0.0,12.0941,1.0685
Torrey Mitchell 2017,Torrey Mitchell,2017,C,31.67,71,186,76.0,67.0,65.0,71,78,8.25,10.9728,1.2323
Torrey Mitchell 2018,Torrey Mitchell,2018,C,32.669,71,186,67.0,65.0,71.0,78,60,-10.25,10.6799,1.2244000000000002
Kris Versteeg 2011,Kris Versteeg,2011,R,24.387,71,176,,13.0,78.0,79,80,23.333333333333336,12.7643,1.7255
Kris Versteeg 2012,Kris Versteeg,2012,R,25.386,71,176,13.0,78.0,79.0,80,71,8.5,14.1275,1.6457
Kris Versteeg 2016,Kris Versteeg,2016,R,29.386,71,176,71.0,17.0,81.0,61,77,19.5,13.9683,2.0421
Kris Versteeg 2017,Kris Versteeg,2017,R,30.388,71,176,17.0,81.0,61.0,77,69,10.0,13.5896,1.6627999999999998
Daniel Winnik 2012,Daniel Winnik,2012,L,26.572,74,210,79.0,49.0,74.0,80,84,13.5,13.4319,1.0051
Daniel Winnik 2013,Daniel Winnik,2013,L,27.574,74,210,49.0,74.0,80.0,84,82,10.25,13.9016,1.0791
Daniel Winnik 2014,Daniel Winnik,2014,L,28.573,74,210,74.0,80.0,84.0,82,76,-4.0,14.0667,1.6884000000000001
Daniel Winnik 2015,Daniel Winnik,2015,L,29.572,74,210,80.0,84.0,82.0,76,79,-1.5,12.6783,1.6190000000000002
Daniel Winnik 2016,Daniel Winnik,2016,L,30.572,74,210,84.0,82.0,76.0,79,76,-4.25,13.3133,1.8825
Daniel Winnik 2017,Daniel Winnik,2017,L,31.574,74,210,82.0,76.0,79.0,76,72,-6.25,11.6548,1.287
Daniel Winnik 2018,Daniel Winnik,2018,L,32.573,74,210,76.0,79.0,76.0,72,81,5.25,10.3433,1.8531
Jannik Hansen 2013,Jannik Hansen,2013,R,26.55,73,198,55.0,47.0,82.0,82,80,13.5,12.5776,2.0943
Jannik Hansen 2014,Jannik Hansen,2014,R,27.549,73,198,47.0,82.0,82.0,80,71,-1.75,13.7156,2.2338
Jannik Hansen 2015,Jannik Hansen,2015,R,28.548,73,198,82.0,82.0,80.0,71,81,2.25,13.9923,1.0872
Jannik Hansen 2016,Jannik Hansen,2016,R,29.548,73,198,82.0,80.0,71.0,81,67,-11.5,12.2004,1.8215
Benoit Pouliot 2013,Benoit Pouliot,2013,L,26.008,75,200,37.0,53.0,79.0,74,58,-2.75,11.1214,2.1871
Jared Boll 2010,Jared Boll,2010,R,23.387,75,206,,,75.0,75,68,-7.0,8.7658,1.0952
Jared Boll 2011,Jared Boll,2011,R,24.387,75,206,,75.0,75.0,68,73,0.3333333333333286,7.1147,0.8681
Jared Boll 2012,Jared Boll,2012,R,25.386,75,206,75.0,75.0,68.0,73,54,-18.75,7.5801,1.3011
David Desharnais 2014,David Desharnais,2014,C,27.048,67,180,6.0,43.0,81.0,82,79,26.0,13.4583,1.9505
David Desharnais 2015,David Desharnais,2015,C,28.047,67,180,43.0,81.0,82.0,79,82,10.75,14.3635,1.9564
David Desharnais 2016,David Desharnais,2016,C,29.047,67,180,81.0,82.0,79.0,82,65,-16.0,14.8348,1.8249999999999997
Shawn Matthias 2014,Shawn Matthias,2014,L,25.616,76,231,55.0,51.0,79.0,82,77,10.25,13.2285,1.6064000000000003
Shawn Matthias 2015,Shawn Matthias,2015,L,26.615,76,231,51.0,79.0,82.0,77,78,5.75,10.9474,1.6371
Shawn Matthias 2016,Shawn Matthias,2016,L,27.615,76,231,79.0,82.0,77.0,78,71,-8.0,11.7846,1.6318
Nikolay Kulemin 2011,Nikolay Kulemin,2011,L,24.217,73,228,,,73.0,78,82,6.5,13.4816,1.8829
Nikolay Kulemin 2012,Nikolay Kulemin,2012,L,25.216,73,228,,73.0,78.0,82,70,-7.666666666666671,13.7301,2.2916
Nikolay Kulemin 2013,Nikolay Kulemin,2013,L,26.218,73,228,73.0,78.0,82.0,70,82,6.25,13.1288,1.371
Nikolay Kulemin 2014,Nikolay Kulemin,2014,L,27.218,73,228,78.0,82.0,70.0,82,70,-8.0,14.1035,2.0385
Nikolay Kulemin 2015,Nikolay Kulemin,2015,L,28.217,73,228,82.0,70.0,82.0,70,82,6.0,13.5407,1.266
Nikolay Kulemin 2016,Nikolay Kulemin,2016,L,29.216,73,228,70.0,82.0,70.0,82,81,5.0,12.86,1.5363
Nikolay Kulemin 2017,Nikolay Kulemin,2017,L,30.218,73,228,82.0,70.0,82.0,81,72,-6.75,11.9638,1.3620999999999999
Patrick Maroon 2016,Patrick Maroon,2016,L,27.439,75,234,2.0,22.0,62.0,71,72,32.75,12.104,1.8851
Patrick Maroon 2017,Patrick Maroon,2017,L,28.442,75,234,22.0,62.0,71.0,72,81,24.25,10.8056,1.4651999999999998
Patrick Maroon 2018,Patrick Maroon,2018,L,29.441,75,234,62.0,71.0,72.0,81,74,2.5,14.8056,1.8012000000000001
Jimmy Hayes 2017,Jimmy Hayes,2017,R,26.862,77,215,17.0,55.0,72.0,75,58,3.25,12.5136,1.5344
Tommy Wingels 2015,Tommy Wingels,2015,"C, R",26.47,72,200,5.0,33.0,71.0,77,75,28.5,13.6065,1.7181
Tommy Wingels 2016,Tommy Wingels,2016,"C, R",27.47,72,200,33.0,71.0,77.0,75,68,4.0,13.6833,1.4617
Tommy Wingels 2017,Tommy Wingels,2017,"C, R",28.472,72,200,71.0,77.0,75.0,68,73,0.25,11.785,0.9732999999999999
Tommy Wingels 2018,Tommy Wingels,2018,"C, R",29.471,72,200,77.0,75.0,68.0,73,75,1.75,9.7402,1.0126
Alexander Burmistrov 2013,Alexander Burmistrov,2013,C,20.948,73,180,,,74.0,76,75,0.0,13.6228,1.3908999999999998
Nail Yakupov 2015,Nail Yakupov,2015,R,20.986,71,195,,,82.0,63,81,8.5,12.1135,1.4153
Nail Yakupov 2016,Nail Yakupov,2016,R,21.986,71,195,,82.0,63.0,81,60,-15.333333333333329,13.5385,1.2584
Shane Doan 2010,Shane Doan,2010,R,32.976,73,223,,,80.0,82,82,1.0,15.012,2.2421
Shane Doan 2011,Shane Doan,2011,R,33.975,73,223,,80.0,82.0,82,72,-9.333333333333329,14.9839,1.9043999999999999
Shane Doan 2012,Shane Doan,2012,R,34.974,73,223,80.0,82.0,82.0,72,79,0.0,14.9785,2.1698
Shane Doan 2013,Shane Doan,2013,R,35.976,73,223,82.0,82.0,72.0,79,82,3.25,15.4652,1.7189
Shane Doan 2014,Shane Doan,2014,R,36.976,73,223,82.0,72.0,79.0,82,69,-9.75,15.1142,1.9848
Shane Doan 2015,Shane Doan,2015,R,37.975,73,223,72.0,79.0,82.0,69,79,3.5,15.9773,1.5239
Shane Doan 2016,Shane Doan,2016,R,38.974,73,223,79.0,82.0,69.0,79,72,-5.25,15.5563,1.2694
Shane Doan 2017,Shane Doan,2017,R,39.976,73,223,82.0,69.0,79.0,72,74,-1.5,13.8211,1.8088000000000002
Jarome Iginla 2010,Jarome Iginla,2010,R,32.253,73,210,,,82.0,82,82,0.0,16.5201,2.5246
Jarome Iginla 2011,Jarome Iginla,2011,R,33.252,73,210,,82.0,82.0,82,82,0.0,17.0419,2.0609
Jarome Iginla 2012,Jarome Iginla,2012,R,34.251,73,210,82.0,82.0,82.0,82,82,0.0,16.8244,2.3918999999999997
Jarome Iginla 2013,Jarome Iginla,2013,R,35.254,73,210,82.0,82.0,82.0,82,75,-7.0,17.2642,2.0344
Jarome Iginla 2014,Jarome Iginla,2014,R,36.253,73,210,82.0,82.0,82.0,75,78,-2.25,15.1837,1.8860000000000001
Jarome Iginla 2015,Jarome Iginla,2015,R,37.252,73,210,82.0,82.0,75.0,78,82,2.75,15.3244,2.3593
Jarome Iginla 2016,Jarome Iginla,2016,R,38.252,73,210,82.0,75.0,78.0,82,82,2.75,15.2301,2.21
Jarome Iginla 2017,Jarome Iginla,2017,R,39.254,73,210,75.0,78.0,82.0,82,80,0.75,12.8841,1.5901
Shawn Thornton 2011,Shawn Thornton,2011,L,33.192,74,217,,58.0,79.0,74,79,8.666666666666671,8.9849,0.9023000000000001
Shawn Thornton 2012,Shawn Thornton,2012,L,34.191,74,217,58.0,79.0,74.0,79,81,8.5,9.9063,1.5333999999999999
Shawn Thornton 2013,Shawn Thornton,2013,L,35.193,74,217,79.0,74.0,79.0,81,76,-2.25,9.1027,0.9765
Shawn Thornton 2014,Shawn Thornton,2014,L,36.193,74,217,74.0,79.0,81.0,76,64,-13.5,8.0733,1.1562000000000001
Marian Hossa 2010,Marian Hossa,2010,R,30.72,73,207,,,72.0,74,57,-16.0,13.6203,2.7979
Marian Hossa 2013,Marian Hossa,2013,R,33.72,73,207,74.0,57.0,65.0,81,68,-1.25,14.9944,2.6676
Marian Hossa 2014,Marian Hossa,2014,R,34.72,73,207,57.0,65.0,81.0,68,72,4.25,14.0125,2.4621
Marian Hossa 2015,Marian Hossa,2015,R,35.719,73,207,65.0,81.0,68.0,72,82,10.5,14.7218,2.434
Marian Hossa 2016,Marian Hossa,2016,R,36.718,73,207,81.0,68.0,72.0,82,64,-11.75,14.5571,2.1614
Marian Hossa 2017,Marian Hossa,2017,R,37.72,73,207,68.0,72.0,82.0,64,73,1.5,13.7438,1.3642999999999998
Mike Ribeiro 2010,Mike Ribeiro,2010,C,29.641,72,179,,,76.0,82,66,-13.0,15.4622,2.6027
Mike Ribeiro 2011,Mike Ribeiro,2011,C,30.64,72,179,,76.0,82.0,66,82,7.333333333333329,14.427,1.6383
Mike Ribeiro 2012,Mike Ribeiro,2012,C,31.639,72,179,76.0,82.0,66.0,82,74,-2.5,15.214,2.3085
Mike Ribeiro 2013,Mike Ribeiro,2013,C,32.642,72,179,82.0,66.0,82.0,74,82,6.0,16.2173,2.3998
Mike Ribeiro 2014,Mike Ribeiro,2014,C,33.641,72,179,66.0,82.0,74.0,82,80,4.0,14.2201,1.9338
Mike Ribeiro 2015,Mike Ribeiro,2015,C,34.64,72,179,82.0,74.0,82.0,80,82,2.5,14.519,1.6531
Mike Ribeiro 2016,Mike Ribeiro,2016,C,35.64,72,179,74.0,82.0,80.0,82,81,1.5,15.8073,2.3144
Chris Neil 2010,Chris Neil,2010,R,30.29,73,209,,,68.0,60,68,4.0,9.9714,1.0029
Chris Neil 2011,Chris Neil,2011,R,31.289,73,209,,68.0,60.0,68,80,14.666666666666671,11.2983,1.6401
Chris Neil 2012,Chris Neil,2012,R,32.288,73,209,68.0,60.0,68.0,80,72,3.0,12.2596,0.9789000000000001
Chris Neil 2013,Chris Neil,2013,R,33.29,73,209,60.0,68.0,80.0,72,82,12.0,11.0662,1.6566
Chris Neil 2014,Chris Neil,2014,R,34.29,73,209,68.0,80.0,72.0,82,76,0.5,12.3976,0.9074
Steve Ott 2010,Steve Ott,2010,C,27.119,72,193,,,73.0,64,73,4.5,13.6667,2.3324
Steve Ott 2011,Steve Ott,2011,C,28.118,72,193,,73.0,64.0,73,82,12.0,13.1025,1.4428
Steve Ott 2012,Steve Ott,2012,C,29.118,72,193,73.0,64.0,73.0,82,74,1.0,12.801,1.0289
Steve Ott 2013,Steve Ott,2013,C,30.12,72,193,64.0,73.0,82.0,74,82,8.75,14.5581,1.6151
Steve Ott 2014,Steve Ott,2014,C,31.119,72,193,73.0,82.0,74.0,82,82,4.25,13.8778,1.7113999999999998
Steve Ott 2015,Steve Ott,2015,C,32.119,72,193,82.0,74.0,82.0,82,78,-2.0,14.2524,0.77
Jay McClement 2010,Jay McClement,2010,C,26.585,73,205,,,81.0,82,82,0.5,12.5669,1.3392
Jay McClement 2011,Jay McClement,2011,C,27.585,73,205,,81.0,82.0,82,80,-1.6666666666666714,12.8522,1.5372999999999999
Jay McClement 2012,Jay McClement,2012,C,28.584,73,205,81.0,82.0,82.0,80,80,-1.25,13.5642,0.9952999999999999
Jay McClement 2013,Jay McClement,2013,C,29.586,73,205,82.0,82.0,80.0,80,82,1.0,10.5683,1.1355000000000002
Jay McClement 2014,Jay McClement,2014,C,30.585,73,205,82.0,80.0,80.0,82,81,0.0,11.5045,1.8471000000000002
Jay McClement 2015,Jay McClement,2015,C,31.585,73,205,80.0,80.0,82.0,81,82,1.25,11.2977,0.5902
Jay McClement 2016,Jay McClement,2016,C,32.584,73,205,80.0,82.0,81.0,82,77,-4.25,11.202,1.3717000000000001
Jay McClement 2017,Jay McClement,2017,C,33.586,73,205,82.0,81.0,82.0,77,65,-15.5,9.5764,0.8137
Jordin Tootoo 2010,Jordin Tootoo,2010,R,26.662,69,195,,,63.0,72,51,-16.5,11.3792,1.0983999999999998
Jordin Tootoo 2017,Jordin Tootoo,2017,R,33.663,69,195,71.0,11.0,68.0,66,50,-4.0,10.2808,0.3538
PA Parenteau 2013,PA Parenteau,2013,R,29.526,72,200,,22.0,81.0,80,82,21.0,15.6754,2.2966
PA Parenteau 2014,PA Parenteau,2014,R,30.525,72,200,22.0,81.0,80.0,82,55,-11.25,16.2049,2.314
Vernon Fiddler 2010,Vernon Fiddler,2010,"C, L",29.397,71,205,,,79.0,78,76,-2.5,10.8203,0.9242
Vernon Fiddler 2011,Vernon Fiddler,2011,"C, L",30.396,71,205,,79.0,78.0,76,71,-6.666666666666671,10.9042,1.9547999999999999
Vernon Fiddler 2012,Vernon Fiddler,2012,"C, L",31.396,71,205,79.0,78.0,76.0,71,82,6.0,12.489,1.2856
Vernon Fiddler 2013,Vernon Fiddler,2013,"C, L",32.398,71,205,78.0,76.0,71.0,82,78,1.25,11.8587,1.234
Vernon Fiddler 2014,Vernon Fiddler,2014,"C, L",33.397,71,205,76.0,71.0,82.0,78,76,-0.75,10.0268,1.8213000000000001
Vernon Fiddler 2015,Vernon Fiddler,2015,"C, L",34.397,71,205,71.0,82.0,78.0,76,80,3.25,11.0263,1.3603999999999998
Vernon Fiddler 2016,Vernon Fiddler,2016,"C, L",35.396,71,205,82.0,78.0,76.0,80,82,3.0,10.501,1.7141
Vernon Fiddler 2017,Vernon Fiddler,2017,"C, L",36.398,71,205,78.0,76.0,80.0,82,59,-20.0,9.1736,1.2762
Boyd Gordon 2013,Boyd Gordon,2013,C,28.954,72,200,63.0,36.0,60.0,75,82,23.5,12.8887,1.2414
Boyd Gordon 2014,Boyd Gordon,2014,C,29.953,72,200,36.0,60.0,75.0,82,74,10.75,11.9889,1.1469
Boyd Gordon 2015,Boyd Gordon,2015,C,30.952,72,200,60.0,75.0,82.0,74,68,-4.75,11.4468,1.0625
Boyd Gordon 2016,Boyd Gordon,2016,C,31.952,72,200,75.0,82.0,74.0,68,65,-9.75,10.425,0.8465
Jiri Hudler 2013,Jiri Hudler,2013,R,28.743,70,190,82.0,,73.0,81,71,-7.666666666666671,13.4121,2.2092
Jiri Hudler 2014,Jiri Hudler,2014,R,29.742,70,190,,73.0,81.0,71,75,0.0,14.2901,1.8994
Jiri Hudler 2015,Jiri Hudler,2015,R,30.741,70,190,73.0,81.0,71.0,75,78,3.0,15.6342,2.0979
Jiri Hudler 2016,Jiri Hudler,2016,R,31.741,70,190,81.0,71.0,75.0,78,72,-4.25,14.9748,3.0821
Milan Michalek 2010,Milan Michalek,2010,L,24.817,74,225,,,79.0,77,66,-12.0,13.8169,2.0303
Milan Michalek 2011,Milan Michalek,2011,L,25.816,74,225,,79.0,77.0,66,66,-8.0,13.5278,1.344
Milan Michalek 2012,Milan Michalek,2012,L,26.815,74,225,79.0,77.0,66.0,66,77,5.0,13.7856,1.6486
Clarke MacArthur 2011,Clarke MacArthur,2011,L,25.487,72,192,,37.0,71.0,81,82,19.0,12.2471,1.5121
Clarke MacArthur 2012,Clarke MacArthur,2012,L,26.487,72,192,37.0,71.0,81.0,82,73,5.25,14.1726,2.2199999999999998
Clarke MacArthur 2013,Clarke MacArthur,2013,L,27.489,72,192,71.0,81.0,82.0,73,68,-8.75,13.8361,2.0197
Clarke MacArthur 2014,Clarke MacArthur,2014,L,28.488,72,192,81.0,82.0,73.0,68,79,3.0,13.1592,1.8237
Clarke MacArthur 2015,Clarke MacArthur,2015,L,29.487,72,192,82.0,73.0,68.0,79,62,-13.5,13.5707,2.0708
John Mitchell 2014,John Mitchell,2014,C,28.691,73,204,60.0,23.0,63.0,80,75,18.5,13.6656,1.5882
John Mitchell 2015,John Mitchell,2015,C,29.69,73,204,23.0,63.0,80.0,75,68,7.75,13.3829,1.6737000000000002
John Mitchell 2016,John Mitchell,2016,C,30.689,73,204,63.0,80.0,75.0,68,71,-0.5,14.2855,1.2971
John Mitchell 2017,John Mitchell,2017,C,31.691,73,204,80.0,75.0,68.0,71,65,-8.5,12.6211,1.3391
Drew Miller 2012,Drew Miller,2012,L,27.62,74,183,26.0,27.0,80.0,67,80,30.0,9.4194,1.6162
Drew Miller 2013,Drew Miller,2013,L,28.622,74,183,27.0,80.0,67.0,80,75,11.5,10.7538,1.7435
Drew Miller 2014,Drew Miller,2014,L,29.622,74,183,80.0,67.0,80.0,75,82,6.5,11.3,0.8448
Drew Miller 2015,Drew Miller,2015,L,30.621,74,183,67.0,80.0,75.0,82,82,6.0,11.0362,0.9944999999999999
Lauri Korpikoski 2011,Lauri Korpikoski,2011,L,24.179,73,193,,,68.0,71,79,9.5,10.1986,0.9115
Lauri Korpikoski 2012,Lauri Korpikoski,2012,L,25.178,73,193,,68.0,71.0,79,82,9.333333333333329,11.8074,2.2514
Lauri Korpikoski 2013,Lauri Korpikoski,2013,L,26.18,73,193,68.0,71.0,79.0,82,61,-14.0,13.7803,1.6991999999999998
Lauri Korpikoski 2014,Lauri Korpikoski,2014,L,27.179,73,193,71.0,79.0,82.0,61,64,-9.25,13.5056,1.1106
Lauri Korpikoski 2015,Lauri Korpikoski,2015,L,28.179,73,193,79.0,82.0,61.0,64,69,-2.5,13.2245,1.4177
Lauri Korpikoski 2016,Lauri Korpikoski,2016,L,29.178,73,193,82.0,61.0,64.0,69,71,2.0,12.622,0.8268
Lauri Korpikoski 2017,Lauri Korpikoski,2017,L,30.18,73,193,61.0,64.0,69.0,71,69,2.75,11.1082,1.1411
Bryan Bickell 2013,Bryan Bickell,2013,L,26.566,76,223,,16.0,78.0,71,82,27.0,11.642,1.7421
Bryan Bickell 2014,Bryan Bickell,2014,L,27.565,76,223,16.0,78.0,71.0,82,59,-2.75,12.5073,2.2986999999999997
